county_fips_code,the_number_of_providers,the_average_supply_level,social_vulnerability_index_svi,cvac_level_of_concern_for_vaccination_rollout,percent_adults_fully_vaccinated_against_covid_19_as_of_6_10_21,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,masks_order_code,completeness_pct,metro_status,series_complete_pop_pct,series_complete_yes,series_complete_pop_pct_svi,series_complete_pop_pct_ur_equity,general_gb_order_code,general_gb_order_group,general_or_under_6ft_bans_gatherings_over,stay_at_home_order_code,community_transmission_level,avg_asthma,avg_chd,avg_checkup,avg_copd,avg_smoking,avg_depression,avg_diabetes,avg_ghlth,avg_lpa,avg_mhlth,avg_obesity,avg_sleep
1485,80,0.1125,0.36,0.44,0.379,443,485,0.1066,2,96.4,0,33.1,28510.0,6.0,2.0,0,4,7,2,2,9.21111111111111,6.366666666666667,76.85555555555555,7.972222222222222,20.08888888888889,23.216666666666665,10.544444444444444,18.766666666666666,25.583333333333332,14.63888888888889,34.233333333333334,35.9
1486,30,0.13333333333333333,0.79,0.82,0.391,479,539,0.1123,2,96.4,1,33.5,15350.0,14.0,6.0,0,4,7,2,2,9.85,7.91,77.08,9.8,23.23,24.84,12.13,22.22,30.19,15.91,34.07,35.67
1487,45,0.06666666666666667,0.35,0.55,0.324,436,483,0.1067,2,96.4,1,27.8,9979.0,5.0,5.0,0,4,7,2,1,9.166666666666666,9.022222222222222,79.71111111111111,9.9,18.6,23.444444444444443,12.811111111111112,20.955555555555556,28.644444444444446,13.822222222222223,32.888888888888886,31.4
1488,34,-0.29411764705882354,0.46,0.57,0.403,430,462,0.1043,2,96.4,0,34.5,7496.0,6.0,2.0,0,4,7,2,1,9.716666666666667,8.283333333333333,78.25,10.0,21.75,25.466666666666665,12.016666666666667,21.783333333333335,29.066666666666666,15.65,32.53333333333333,34.93333333333333
1489,24,0.08333333333333333,0.75,0.73,0.846,368,420,0.0969,2,96.4,1,70.4,15792.0,16.0,8.0,0,4,7,2,3,10.966666666666667,8.9,81.36666666666666,10.6,22.983333333333334,23.066666666666666,17.2,27.166666666666668,33.416666666666664,16.083333333333332,38.8,39.266666666666666
1490,1180,0.17203389830508475,0.44,0.45,0.47,281,311,0.0832,2,96.4,0,40.4,448421.0,7.0,3.0,0,4,7,2,2,9.27086956521739,4.519565217391304,76.90521739130435,5.497826086956522,16.968695652173913,21.59,9.535217391304348,17.04304347826087,22.654347826086955,14.133478260869564,29.38478260869565,36.315652173913044
1491,29,-0.06896551724137931,0.42,0.59,0.379,450,515,0.1089,2,96.4,1,33.8,5053.0,6.0,6.0,0,4,7,2,2,9.55,8.55,78.4,10.1,21.175,24.9,12.45,21.775,29.425,15.025,34.675,33.2
1492,39,0.05128205128205128,0.87,0.85,0.33,357,389,0.0946,2,96.4,1,28.7,7793.0,13.0,5.0,0,4,7,2,2,10.016666666666667,8.083333333333334,79.15,9.783333333333333,22.066666666666666,23.7,14.116666666666667,24.6,31.8,15.616666666666667,36.85,37.3
1493,89,0.19101123595505617,0.36,0.31,0.504,357,389,0.0946,2,96.4,1,42.3,42623.0,7.0,7.0,0,4,7,2,2,9.05,7.872222222222222,81.32777777777778,7.9222222222222225,16.177777777777777,21.916666666666668,11.983333333333333,18.45,24.47222222222222,12.705555555555556,30.772222222222222,32.87222222222222
1494,122,0.32786885245901637,0.83,0.6,0.431,443,555,0.1065,2,96.4,0,36.9,34839.0,14.0,2.0,0,4,7,2,2,10.194444444444445,7.116666666666667,79.86666666666666,8.605555555555556,21.93888888888889,22.316666666666666,13.88888888888889,23.583333333333332,30.666666666666668,15.438888888888888,35.522222222222226,37.983333333333334
1495,269,0.2788104089219331,0.38,0.42,0.493,336,372,0.0915,2,96.4,0,43.7,102371.0,7.0,3.0,0,4,7,2,2,9.53953488372093,6.079069767441861,77.85348837209303,7.062790697674418,17.506976744186048,23.483720930232558,10.451162790697675,18.25813953488372,23.94418604651163,15.04186046511628,32.17906976744186,34.527906976744184
1496,14,-0.5714285714285714,0.9,0.86,0.378,489,601,0.1143,2,96.4,1,32.8,6399.0,14.0,6.0,0,4,7,2,2,10.88,9.4,82.6,10.74,22.66,21.26,18.28,28.08,34.5,15.68,41.28,40.1
1497,146,0.136986301369863,0.75,0.64,0.402,568,683,0.1237,2,96.4,0,32.1,63523.0,10.0,2.0,0,4,7,2,2,9.612903225806452,4.348387096774194,74.86774193548388,5.922580645161291,19.51290322580645,24.996774193548386,7.867741935483871,17.532258064516128,26.825806451612902,17.40967741935484,32.064516129032256,40.16129032258065
1498,122,0.22950819672131148,0.3,0.32,0.633,200,203,0.0731,2,96.4,0,56.7,84205.0,8.0,4.0,0,4,7,2,1,9.028571428571428,4.3464285714285715,77.4,5.0285714285714285,13.864285714285714,21.8,7.792857142857143,13.5,20.25,13.667857142857143,28.589285714285715,30.707142857142856
1499,21,0.14285714285714285,0.72,0.53,0.463,379,403,0.0981,2,96.4,0,41.7,5306.0,11.0,3.0,0,4,7,2,1,9.575,8.925,80.35,9.925,20.7,23.075,14.5,22.85,29.25,14.55,36.425,35.35
1500,34,-0.11764705882352941,0.77,0.72,0.362,410,468,0.1017,2,96.4,1,30.0,11948.0,14.0,6.0,0,4,7,2,2,10.54,7.03,78.89,8.49,22.1,23.36,13.48,23.12,31.28,16.42,38.22,38.03
1501,84,0.19047619047619047,0.55,0.49,0.404,362,375,0.0947,2,96.4,0,33.7,21245.0,10.0,2.0,0,4,7,2,2,9.72,7.133333333333333,78.96,8.48,19.933333333333334,22.786666666666665,12.446666666666667,21.033333333333335,28.12,14.793333333333333,35.126666666666665,36.42666666666667
1502,6,-1.0,0.5,0.74,0.199,410,468,0.1017,2,96.4,1,17.7,2383.0,9.0,5.0,0,4,7,2,2,10.0,8.766666666666667,80.93333333333334,9.933333333333334,20.4,23.0,14.7,23.0,29.566666666666666,14.666666666666666,36.333333333333336,36.13333333333333
1503,35,0.17142857142857143,0.77,0.62,0.444,495,570,0.116,2,96.4,0,37.7,14880.0,14.0,2.0,0,4,7,2,2,10.185714285714285,7.6,79.14285714285714,9.285714285714286,22.285714285714285,23.585714285714285,13.857142857142858,23.47142857142857,30.9,15.685714285714285,38.457142857142856,37.957142857142856
1504,212,0.23113207547169812,0.82,0.65,0.427,365,456,0.0953,2,96.4,0,35.9,64914.0,14.0,2.0,0,4,7,2,3,10.634375,5.70625,78.00625,7.15,19.40625,23.734375,11.378125,20.13125,28.9625,16.45625,37.54375,37.828125
1505,21,0.6190476190476191,0.38,0.47,0.359,416,474,0.1037,2,96.4,1,34.4,7138.0,6.0,6.0,0,4,7,2,1,9.042857142857143,8.871428571428572,80.88571428571429,9.4,17.214285714285715,23.071428571428573,12.928571428571429,19.857142857142858,26.4,13.0,32.65714285714286,31.442857142857143
1506,100,0.25,0.7,0.72,0.326,543,611,0.1197,2,96.4,0,28.4,40837.0,9.0,1.0,0,4,7,2,2,9.978571428571428,7.546428571428572,75.925,9.653571428571428,22.725,25.460714285714285,12.082142857142857,23.107142857142858,30.885714285714286,16.34642857142857,37.53214285714286,34.075
1507,35,0.2,0.98,0.83,0.382,522,622,0.1156,2,96.4,1,31.5,14100.0,14.0,6.0,0,4,7,2,3,10.845454545454546,8.481818181818182,78.7090909090909,10.709090909090909,25.62727272727273,24.37272727272727,15.172727272727272,27.663636363636364,34.2,17.727272727272727,38.35454545454545,39.70909090909091
1508,128,0.3359375,0.99,0.87,0.273,611,693,0.1348,2,96.4,1,22.2,29040.0,13.0,5.0,0,4,7,2,3,12.019354838709678,9.016129032258064,78.10967741935484,11.425806451612903,29.251612903225805,26.441935483870967,17.061290322580646,31.903225806451612,36.23548387096774,19.993548387096773,43.92903225806452,40.99354838709677
1509,87,0.1724137931034483,0.79,0.77,0.379,466,542,0.1111,2,96.4,0,32.5,29617.0,14.0,2.0,0,4,7,2,2,10.204761904761904,8.095238095238095,79.3047619047619,10.128571428571428,23.076190476190476,24.99047619047619,13.60952380952381,24.114285714285714,31.076190476190476,16.39047619047619,37.128571428571426,35.733333333333334
1510,126,0.2222222222222222,0.81,0.66,0.336,490,560,0.1115,2,96.4,0,28.1,39938.0,13.0,1.0,0,4,7,2,2,10.013333333333334,7.3,77.93666666666667,8.966666666666667,21.36,24.35,12.34,21.74,30.106666666666666,15.953333333333333,34.876666666666665,38.126666666666665
1511,61,0.19672131147540983,0.76,0.74,0.308,416,474,0.1037,2,96.4,1,26.5,17791.0,13.0,5.0,0,4,7,2,2,10.146153846153846,8.430769230769231,78.16923076923077,10.192307692307692,22.753846153846155,25.446153846153845,13.038461538461538,23.361538461538462,30.446153846153845,16.123076923076923,35.5,34.93846153846154
1512,52,-0.19230769230769232,0.97,0.85,0.387,445,537,0.1061,2,96.4,1,30.9,19647.0,14.0,6.0,0,4,7,2,3,10.463636363636363,8.036363636363637,78.35454545454546,9.89090909090909,23.59090909090909,23.37272727272727,15.090909090909092,26.845454545454544,33.35454545454545,16.80909090909091,40.36363636363637,37.38181818181818
1513,55,0.0,0.99,0.8,0.374,522,622,0.1156,2,96.4,1,30.5,10613.0,14.0,6.0,0,4,7,2,3,11.514285714285714,8.457142857142857,79.54285714285714,10.585714285714285,26.5,24.785714285714285,16.17142857142857,28.385714285714286,34.47142857142857,18.042857142857144,40.957142857142856,40.128571428571426
1514,72,0.3194444444444444,0.63,0.53,0.184,425,453,0.1044,2,96.4,1,16.3,10258.0,9.0,5.0,0,4,7,2,2,9.7,7.315384615384615,77.45384615384616,8.992307692307692,21.861538461538462,25.107692307692307,11.653846153846153,21.06153846153846,28.407692307692308,15.607692307692307,35.815384615384616,35.707692307692305
1515,45,0.1111111111111111,0.31,0.59,0.28,466,542,0.1111,2,96.4,0,25.4,11560.0,5.0,1.0,0,4,7,2,3,9.744444444444444,7.566666666666666,77.21111111111111,9.61111111111111,23.18888888888889,25.8,11.922222222222222,21.788888888888888,28.333333333333332,16.044444444444444,35.13333333333333,35.611111111111114
1516,98,0.22448979591836735,0.73,0.69,0.409,479,533,0.1121,2,96.4,1,34.1,24445.0,10.0,6.0,0,4,7,2,2,10.045454545454545,8.254545454545454,77.08181818181818,10.263636363636364,23.26818181818182,24.986363636363638,12.60909090909091,23.34090909090909,29.645454545454545,16.04090909090909,35.55909090909091,36.22727272727273
1517,24,-0.2916666666666667,0.78,0.76,0.468,430,462,0.1043,2,96.4,1,37.7,5385.0,14.0,6.0,0,4,7,2,1,10.65,9.175,77.775,11.275,25.475,26.35,14.075,25.8,30.875,17.45,36.025,37.125
1518,34,-0.058823529411764705,0.4,0.42,0.464,355,358,0.0948,2,96.4,1,41.7,14329.0,7.0,7.0,0,4,7,2,1,9.228571428571428,8.914285714285715,79.85714285714286,9.642857142857142,18.785714285714285,23.4,12.914285714285715,20.571428571428573,27.114285714285714,13.885714285714286,32.2,32.7
1519,6,-0.6666666666666666,0.88,0.88,0.351,368,420,0.0969,2,96.4,1,29.8,1197.0,13.0,5.0,0,4,7,2,2,10.4,8.5,78.6,10.3,25.3,22.4,15.6,27.9,35.3,16.7,39.3,41.5
1520,228,0.17982456140350878,0.19,0.38,0.429,359,377,0.096,2,96.4,0,35.4,84919.0,2.0,2.0,0,4,7,2,2,9.046341463414635,5.226829268292683,76.64146341463415,6.558536585365854,19.521951219512196,22.785365853658536,9.451219512195122,17.121951219512194,24.380487804878047,13.821951219512195,31.86829268292683,34.65853658536585
1521,124,-0.10483870967741936,0.98,0.77,0.362,409,505,0.1032,2,96.4,1,29.8,13270.0,13.0,5.0,0,4,7,2,1,11.47,8.29,80.65,10.45,25.28,23.48,16.68,29.27,36.88,17.55,41.96,41.15
1522,1249,0.17373899119295436,0.28,0.26,0.584,228,231,0.0769,2,96.4,0,49.5,549944.0,7.0,3.0,0,4,7,2,2,8.584324324324324,4.175675675675675,76.20108108108109,4.798378378378378,13.634054054054054,21.31081081081081,7.903783783783783,13.65081081081081,19.581621621621622,12.487567567567568,28.64918918918919,32.144864864864864
1523,33,0.09090909090909091,0.89,0.87,0.293,435,539,0.1067,2,96.4,1,25.3,4997.0,13.0,5.0,0,4,7,2,1,10.816666666666666,9.4,81.91666666666667,10.6,22.983333333333334,21.833333333333332,17.866666666666667,27.55,34.016666666666666,15.6,41.0,39.35
1524,15,-0.26666666666666666,0.88,0.87,0.357,368,420,0.0969,2,96.4,1,29.4,3401.0,13.0,5.0,0,4,7,2,3,10.733333333333333,9.033333333333333,81.2,10.733333333333333,23.533333333333335,22.966666666666665,16.7,27.1,34.1,16.133333333333333,40.0,38.5
1525,56,0.19642857142857142,0.41,0.43,0.453,450,515,0.1089,2,96.4,1,40.8,22921.0,7.0,7.0,0,4,7,2,2,9.592307692307692,6.007692307692308,75.54615384615384,7.184615384615385,16.907692307692308,24.892307692307693,9.076923076923077,16.553846153846155,23.53076923076923,15.853846153846154,29.092307692307692,31.484615384615385
1526,134,0.3582089552238806,0.95,0.7,0.388,468,593,0.1093,2,96.4,0,31.9,39298.0,14.0,2.0,0,4,7,2,2,10.726923076923077,7.434615384615385,77.93076923076923,8.996153846153847,22.1,23.215384615384615,13.973076923076922,24.646153846153847,31.765384615384615,16.68076923076923,35.39230769230769,38.62307692307692
1527,55,-0.01818181818181818,0.69,0.69,0.327,479,533,0.1121,2,96.4,1,28.1,19249.0,9.0,5.0,0,4,7,2,3,10.2,8.435714285714285,77.52142857142857,10.721428571428572,23.892857142857142,26.314285714285713,12.85,24.257142857142856,31.207142857142856,16.57857142857143,33.72857142857143,37.02857142857143
1528,87,0.2988505747126437,0.94,0.81,0.402,475,578,0.1126,2,96.4,1,33.3,27240.0,14.0,6.0,0,4,7,2,2,11.110526315789473,8.284210526315789,79.49473684210527,10.326315789473684,25.094736842105263,23.44736842105263,16.18421052631579,29.236842105263158,37.357894736842105,17.442105263157895,40.68421052631579,40.294736842105266
1529,21,-0.19047619047619047,0.64,0.74,0.389,436,467,0.1056,2,96.4,0,32.6,12284.0,10.0,2.0,0,4,7,2,2,10.0,7.957142857142857,77.18571428571428,10.014285714285714,23.085714285714285,25.642857142857142,12.314285714285715,22.885714285714286,29.428571428571427,16.2,35.52857142857143,34.6
